,Title,Price,Rating,no_of_ratings,Link,ImageURL
190,"Two Moustaches Gemstone Work Brass Horse Cart Replica Decor Showpiece, Royal Vintage Miniature Home & Office Decor, for Housewarming, Weddings & Festivals, Multicolored, Pack of 1",₹880,4.3,144,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODcxNjI2MTM5MDg1MzMzOjE3NjIyOTczOTM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDUyMDU2NjY1MDEzMjo6Mzo6&url=%2FTwo-Moustaches-Gemstone-Showpiece-Multicolored%2Fdp%2FB09Y3KHTNH%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%253Aamzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%26crid%3D349J41UZKK17D%26cv_ct_cx%3Dhandcraft%26keywords%3Dhandcraft%26pd_rd_i%3DB09Y3KHTNH%26pd_rd_r%3D6255d674-4170-4b5c-a3e0-469ad4aee542%26pd_rd_w%3DoGwKK%26pd_rd_wg%3D7ZcpY%26pf_rd_p%3Df4325b99-8968-4d6c-a274-a54cc530dfac%26pf_rd_r%3D21AYTEXCT2925QPCXC6E%26qid%3D1762297393%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D1-196-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=ynUWiy2toy&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71N8mgq5JUL._AC_UL320_.jpg
191,zart Angry Big Mouth Hippopotamus Showpiece for Home Decor | Hippo Showpiece for Home Decorative (Hippo Blue),₹949,4.2,512,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODcxNjI2MTM5MDg1MzMzOjE3NjIyOTczOTM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ2MzU0MDc5NTUzMjo6NDo6&url=%2FHippopotamus-Sculpture-Polyresin-Showpiece-Multicolor%2Fdp%2FB09NYG8PKX%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%253Aamzn1.sym.f4325b99-8968-4d6c-a274-a54cc530dfac%26crid%3D349J41UZKK17D%26cv_ct_cx%3Dhandcraft%26keywords%3Dhandcraft%26pd_rd_i%3DB09NYG8PKX%26pd_rd_r%3D6255d674-4170-4b5c-a3e0-469ad4aee542%26pd_rd_w%3DoGwKK%26pd_rd_wg%3D7ZcpY%26pf_rd_p%3Df4325b99-8968-4d6c-a274-a54cc530dfac%26pf_rd_r%3D21AYTEXCT2925QPCXC6E%26qid%3D1762297393%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D1-197-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=19GcWNz1DC&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71qLsfxG+LL._AC_UL320_.jpg
192,"Ruya's Handcrafts Serinity Short Glass Single Wick Clear Quartz Stone (Pack of 4) | Mood Enhancer That Evokes Childhood Memories, Therapy Candles | Manifestation Glow Candles (Lush Nodes)",₹299,No rating,0,https://www.amazon.in/Ruyas-Handcrafts-Childhood-Manifestation-Nodes/dp/B0D56V23TQ/ref=sr_1_200?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-200,https://m.media-amazon.com/images/I/61gHmLWYTiL._AC_UL320_.jpg
193,Ruya's Handcrafts Serinity Short Glass Single Wick Carnelian Stone (Pack of 4) | Evoking Tranquillity and Serenity Therapy Candle | Positive Aura Candle (Dreamy Lavender),₹299,No rating,0,https://www.amazon.in/Ruyas-Handcrafts-Carnelian-Tranquillity-Lavender/dp/B0D56R3DLY/ref=sr_1_201?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-201,https://m.media-amazon.com/images/I/61gHmLWYTiL._AC_UL320_.jpg
194,pranjals house Vintage Handcrafted DSLR Camera Bag/Shoulder Bag,"₹1,899",2.6,4,https://www.amazon.in/Pranjals-Vintage-Handcrafted-Camera-Shoulder/dp/B01MTKEA7V/ref=sr_1_202?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-202,https://m.media-amazon.com/images/I/41eD9ATDOhL._AC_UL320_.jpg
195,HIRAMEKI: CLOUDS,₹791,4.6,156,https://www.amazon.in/HIRAMEKI-CLOUDS-Peng-Hu/dp/050029352X/ref=sr_1_203?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-203,https://m.media-amazon.com/images/I/712IIZD5+8L._AC_UL320_.jpg
196,Ruya's Handcrafts Serinity Short Glass Single Wick Black Tourmaline Stone (Pack of 4) | Evoking Tranquillity and Serenity Therapy Candle | Negativity Cleanser Candle (Dreamy Lavender),₹299,No rating,0,https://www.amazon.in/Ruyas-Handcrafts-Tourmaline-Tranquillity-Lavender/dp/B0D56T6RX4/ref=sr_1_204?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-204,https://m.media-amazon.com/images/I/71vns9UfM+L._AC_UL320_.jpg
197,Handicrafts Paradise Bal Krishna Eating Butter from Handi in Metal Antique Gold Finish Statue (Golden),₹279,3.0,7,https://www.amazon.in/Krishna-Eating-Antique-Handicrafts-Paradise/dp/B07HD946QK/ref=sr_1_205?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-205,https://m.media-amazon.com/images/I/61RhSTvpV6L._AC_UL320_.jpg
198,"Apka Mart The Online Shop Radha Krishna Murti Wall Hanging - for Home, Living Room, Office, Puja, Entrance Decoration & Gifts - 16 Inch (Metal -Alloy, Color - Copper Shade)","₹1,399",1.0,1,https://www.amazon.in/APKAMART-Handcrafted-Radha-Krishna-Hanging/dp/B07N1HLVWT/ref=sr_1_206?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-206,https://m.media-amazon.com/images/I/61waYesbtEL._AC_UL320_.jpg
199,Handcraft Door Hanging Ganesh Ji Style Bandhanwal Thoran Diwali Inauguration Wedding Festival New Year Home Decor Pooja (40 Inch X 7 Inch) - Multicolor,₹499,No rating,0,https://www.amazon.in/Handcraft-Hanging-Bandhanwal-Inauguration-Festival/dp/B0DHXSZNFJ/ref=sr_1_207?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-207,https://m.media-amazon.com/images/I/61SW+lJk8BL._AC_UL320_.jpg
200,"JH Gallery Plastic Handcrafted Recycled Material Peacock Rajasthani Door/Wall Hanging Decorative Showpiece (Blue, H -25 Inches, W -5.5 Inches)",₹186,4.1,2400,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTczNzE1ODU4MzY1OTk1OjE3NjIyOTczNzM6c3BfbXRmOjIwMDY5OTg1MjUzNTA4OjowOjo&url=%2FJH-Gallery-Handcrafted-Rajasthani-Decorative%2Fdp%2FB08P3N47XB%2Fref%3Dsr_1_24_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.ytNwWbOinfnu9E2dHj7wED4WveuLOzP5ZcKBlpI_Lj71ENVQam90UF_3wNOOby2ysVuXP41m5kUaybdgZHrSDhl5X9umNrLf9E_oz2oemtWTiNmNoompSvpZms08AeJWtB1xl7pDypyhyl-nP8NgkaJ91vTR1_DwCKfaYOklNLTtj1hEknb07OH9AcA67bREfUTslNeC17uho7mkEfrkWyByXMJMkwF4eji-JIassHozmKvv9LhUX90w3fQyLp4JO2ByvpjJ83pOcHQXuWMCMC7I9pE3KErnxsKjXbYCgjI.0X1wvORXQ0STK91mLAhokiBsvsIPls_lwTzFliJphLw%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297373%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=nnNxUNCeEA&sp_cr=ZAZ,https://m.media-amazon.com/images/I/51pQeX5vHKS._AC_UL320_.jpg
201,"Christmas to Color: 10 Postcards, 15 Gift Tags, 10 Ornaments",₹511,4.5,280,https://www.amazon.in/Christmas-Color-Postcards-Gift-Ornaments/dp/0062567276/ref=sr_1_208?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-208,https://m.media-amazon.com/images/I/91uNrd9EmbL._AC_UL320_.jpg
202,Zentangle 10: Dimensional Tangle Projects: 3510 (Zentangle Basics),₹501,4.6,165,https://www.amazon.in/Zentangle-10-Workbook-Design-Originals/dp/1574213873/ref=sr_1_209?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-209,https://m.media-amazon.com/images/I/91YS5+hEJAL._AC_UL320_.jpg
203,"Prapti Handicrafts Handmade Designer Crochet Eco-Friendly Rakhi For Brothers,Sisters,kids Combo Pack",₹252.86,4.3,230,https://www.amazon.in/Prapti-Handicrafts-handmade-crochet-brothers/dp/B07TWS94QD/ref=sr_1_210?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-210,https://m.media-amazon.com/images/I/61arY49Tu7S._AC_UL320_.jpg
204,"Crock Comforts Ceramic Handcrafted Stoneware Printed Chai Kullar/Kullad/Cups/Mugs/Kulladh/Tea Cup-Set of 6(160ml,Dishwasher & Microwave Safe) Serving Tea Mugs for Coffee Milk Tea,OPK6",₹949,4.0,54,https://www.amazon.in/Crock-Comforts-Handmade-Handcrafted-Ceramic/dp/B07SGM4Z3B/ref=sr_1_211?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-211,https://m.media-amazon.com/images/I/417l5VxhiAL._AC_UL320_.jpg
205,"JH Gallery Handmade Recycled Material Rajasthani Dolls Puppet Tealight Candle Holders, (Multicolor 2 Pair)",₹299,3.8,1500,https://www.amazon.in/JH-Gallery-Handmade-Rajasthani-Multicolor/dp/B0BFJB4LYB/ref=sr_1_212?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-212,https://m.media-amazon.com/images/I/810QWw826JL._AC_UL320_.jpg
206,"Somil Leaded Crystal Ganesh Sitting On Leave Statue, Standard, Multicolour | Decorative Showpiece Gift Item Best for Home & Office Decor, 70 Cm",₹279,4.5,90,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjY5NTYwODQzOTAwNjoxNzYyMjk3MzkzOnNwX210ZjozMDA3NTMyNDgzNzUwMzI6OjA6Og&url=%2FSomil-Crystal-Sitting-Standard-Multicolour%2Fdp%2FB07XF3LT7B%2Fref%3Dsr_1_213_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297393%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-213-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA3SA2963FT8STO&aref=gPQTxKcJ6F&sp_cr=ZAZ,https://m.media-amazon.com/images/I/81Tu7-nWG5L._AC_UL320_.jpg
207,"JH Gallery Handmade Colorful Woolen Kite Tassel Hanging for Home/Office/Hall Decoration (Pack of 1), Multi-Colour",₹349,3.9,42,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjY5NTYwODQzOTAwNjoxNzYyMjk3MzkzOnNwX210ZjoyMDA3MDk5Mzg2NjMwODo6MDo6&url=%2FJH-Gallery-Handmade-Colorful-Decoration%2Fdp%2FB095Y693C3%2Fref%3Dsr_1_214_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297393%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-214-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=dAnNFkD308&sp_cr=ZAZ,https://m.media-amazon.com/images/I/61x96mceqfS._AC_UL320_.jpg
208,"KRAFTSKALA Handcrafted Ethnic Tribal Bullock Cart Showpiece - 17x12 Inch Tribal Home Décor with Wooden Base for Housewarming, Anniversaries, Weddings, and Corporate Events (Bullock Cart)","₹1,599",4.8,8,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjY5NTYwODQzOTAwNjoxNzYyMjk3MzkzOnNwX210ZjozMDA1OTc5MDY1NjE1MzI6OjA6Og&url=%2FKRAFTSKALA-Handcrafted-Ethnic-Bullock-Showpiece%2Fdp%2FB0D6XBXQ1P%2Fref%3Dsr_1_215_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297393%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-215-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=QQkOIdMUE3&sp_cr=ZAZ,https://m.media-amazon.com/images/I/8152GbT8b5L._AC_UL320_.jpg
209,"JH Gallery Handcrafted and Emboss Painted Colorful Wooden Elephant Decorative Showpiece Stool (8 Inches Height, Black)",₹825,4.2,1200,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjY5NTYwODQzOTAwNjoxNzYyMjk3MzkzOnNwX210ZjoyMDA0OTg4MzkzMzEwODo6MDo6&url=%2FJH-Gallery-Handcrafted-Colorful-Elephant%2Fdp%2FB08HK6XFPF%2Fref%3Dsr_1_216_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297393%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-216-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=vR1fDGxhHS&sp_cr=ZAZ,https://m.media-amazon.com/images/I/91KzAfRSsaL._AC_UL320_.jpg
210,"Prapti Handicrafts Handmade Eco-Friendly Crochet Cartoon Keychain Rakhi for Kids, Boys/Girls (smily)",₹199,3.7,11,https://www.amazon.in/Prapti-Handicrafts-Handmade-Eco-Friendly-Keychain/dp/B07TTRHHDH/ref=sr_1_217?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-217,https://m.media-amazon.com/images/I/61nn6junFMS._AC_UL320_.jpg
