,Title,Price,Rating,no_of_ratings,Link,ImageURL
211,SriAoG Handcrafted Women's sling bag for mobile Crossbody Cotton Bag with Stylish Design handmade (Pack of 1) Multicolor,₹482,4.3,7,https://www.amazon.in/SriAoG-Handcraft-Crossbody-Stylish-Multicolor/dp/B09T3FYFHG/ref=sr_1_25?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.ytNwWbOinfnu9E2dHj7wED4WveuLOzP5ZcKBlpI_Lj71ENVQam90UF_3wNOOby2ysVuXP41m5kUaybdgZHrSDhl5X9umNrLf9E_oz2oemtWTiNmNoompSvpZms08AeJWtB1xl7pDypyhyl-nP8NgkaJ91vTR1_DwCKfaYOklNLTtj1hEknb07OH9AcA67bREfUTslNeC17uho7mkEfrkWyByXMJMkwF4eji-JIassHozmKvv9LhUX90w3fQyLp4JO2ByvpjJ83pOcHQXuWMCMC7I9pE3KErnxsKjXbYCgjI.0X1wvORXQ0STK91mLAhokiBsvsIPls_lwTzFliJphLw&dib_tag=se&keywords=handcraft&qid=1762297373&sprefix=handcraft%2Caps%2C132&sr=8-25,https://m.media-amazon.com/images/I/71zEMd2Iq4S._AC_UL320_.jpg
212,Handicrafts Paradise Aluminium Metal Happy Man in 3 Postures On Floral Base Showpiece (20.4 Cm X 8.9 Cm X 7.65 Cm),₹545,No rating,0,https://www.amazon.in/Handicrafts-Paradise-Aluminium-Postures-Showpiece/dp/B01L00JC1G/ref=sr_1_218?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-218,https://m.media-amazon.com/images/I/616uBIpCFFL._AC_UL320_.jpg
213,"Apka Mart The Online Shop Peacock Pen Holder With Vibrant Color Feathers | Desk Organizer | Multipurpose Stand - For Gifts, Table, Desk Organizing, Home, Office Decor & Corporate Gifts - 9 Inch",₹799,4.1,138,https://www.amazon.in/Apka-Mart-Online-Shop-Multipurpose/dp/B0DLB6FTN3/ref=sr_1_219?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-219,https://m.media-amazon.com/images/I/71EX6Eqj+UL._AC_UL320_.jpg
214,Handicrafts Paradise Pair of Kissing Swan/Duck Home Decor Showpiece in White Metal - 10.5 inch (Multi Color),₹744,4.1,55,https://www.amazon.in/Handicrafts-Paradise-Kissing-Decor-Showpiece/dp/B07NPQN8DV/ref=sr_1_220?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-220,https://m.media-amazon.com/images/I/71MpCONERgL._AC_UL320_.jpg
215,"Midazzle Organic Loofah Round with Handcrafted Hair Comb, Set of 2, Bathing Accessories",₹187,No rating,0,No link,https://m.media-amazon.com/images/I/817B+v-nFdL._AC_UL320_.jpg
216,Handicrafts Paradise Antique Fruits Pattern Aluminium Metal Napkin Holder (15.3 cm x 5.1 cm x 11.5 cm),₹375,3.9,193,https://www.amazon.in/Handicrafts-Paradise-Antique-Pattern-Aluminium/dp/B074VZPZYJ/ref=sr_1_222?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-222,https://m.media-amazon.com/images/I/61yuWJ81qXL._AC_UL320_.jpg
217,"CRAFTHUT Elite Brass Statue/Idol of Deer for Display, Luxury Handcrafted, Antique Item (Set of 2), Product Dimensions (LxBxH - 3.5 x 1.25 x 3.5) Inches, Weight - 480 GMS",₹999,3.8,4,https://www.amazon.in/Display-Handcrafted-Antique-Product-Dimensions/dp/B01LWD2W5S/ref=sr_1_223?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-223,https://m.media-amazon.com/images/I/61I+55jHZBL._AC_UL320_.jpg
218,"Indune's Iron Gajra Lantern Hanging Tealight Candle Holder, Pack of 1","₹2,390",4.5,16,https://www.amazon.in/Indune-Lifestyle-Handcrafted-Lantern-Tealight/dp/B082L28MMX/ref=sr_1_224?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-224,https://m.media-amazon.com/images/I/4121hExNsaL._AC_UL320_.jpg
219,"Midazzle Organic Loofah Round with Handcrafted Hair Comb, Set of 2, Bathing and Grooming Kit",₹187,No rating,0,No link,https://m.media-amazon.com/images/I/81M7ddJQkaL._AC_UL320_.jpg
220,Handicrafts Paradise Marble Elephant Pair with Kundan Work and Golden Finish (3.25x1.75x2.75 inch),₹638,3.4,6,https://www.amazon.in/Marble-Elephant-Kundan-Handicrafts-Paradise/dp/B074XT9LHF/ref=sr_1_226?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-226,https://m.media-amazon.com/images/I/71Z82ie+i5L._AC_UL320_.jpg
221,"LoomKatha Tea Coaster Set of 4 | Himroo Fabric and MDF Wood | Premium Coaster Set for Dining Table, Coffee Table | Indian Art (10 CM X 10 CM)",₹890,No rating,0,https://www.amazon.in/LoomKatha-Coaster-Himroo-Fabric-Premium/dp/B0CKHS7BVC/ref=sr_1_227?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-227,https://m.media-amazon.com/images/I/81QXKZTniAL._AC_UL320_.jpg
222,"Made And Rooted Handcrafted Elephant Figurines, Decorative Brass Statues, Traditional Indian Style, Home Decor Gift Pieces",₹799,No rating,0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTczNzE1ODU4MzY1OTk1OjE3NjIyOTczNzM6c3BfYXRmOjMwMDc4MDYxNTMwNDczMjo6MDo6&url=%2FMade-Rooted-Handcrafted-Decorative-Traditional%2Fdp%2FB0FQ8L6KBF%2Fref%3Dsr_1_4_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.ytNwWbOinfnu9E2dHj7wED4WveuLOzP5ZcKBlpI_Lj71ENVQam90UF_3wNOOby2ysVuXP41m5kUaybdgZHrSDhl5X9umNrLf9E_oz2oemtWTiNmNoompSvpZms08AeJWtB1xl7pDypyhyl-nP8NgkaJ91vTR1_DwCKfaYOklNLTtj1hEknb07OH9AcA67bREfUTslNeC17uho7mkEfrkWyByXMJMkwF4eji-JIassHozmKvv9LhUX90w3fQyLp4JO2ByvpjJ83pOcHQXuWMCMC7I9pE3KErnxsKjXbYCgjI.0X1wvORXQ0STK91mLAhokiBsvsIPls_lwTzFliJphLw%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297373%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=aRQ7eqVBR9&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71jCsP3ilkL._AC_UL320_.jpg
223,"Kuber Industries Rajasthani Design Handcrafted Hanging Windchimes|Latkan with 8 Bells for Home Decor & Positive Energy,Pack of 2 (Blue), Plastic",₹374,3.9,453,https://www.amazon.in/Kuber-Industries-Rajasthani-Handcrafted-Windchimes/dp/B0BBLZC5QM/ref=sr_1_26?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.ytNwWbOinfnu9E2dHj7wED4WveuLOzP5ZcKBlpI_Lj71ENVQam90UF_3wNOOby2ysVuXP41m5kUaybdgZHrSDhl5X9umNrLf9E_oz2oemtWTiNmNoompSvpZms08AeJWtB1xl7pDypyhyl-nP8NgkaJ91vTR1_DwCKfaYOklNLTtj1hEknb07OH9AcA67bREfUTslNeC17uho7mkEfrkWyByXMJMkwF4eji-JIassHozmKvv9LhUX90w3fQyLp4JO2ByvpjJ83pOcHQXuWMCMC7I9pE3KErnxsKjXbYCgjI.0X1wvORXQ0STK91mLAhokiBsvsIPls_lwTzFliJphLw&dib_tag=se&keywords=handcraft&qid=1762297373&sprefix=handcraft%2Caps%2C132&sr=8-26,https://m.media-amazon.com/images/I/81L3eRVm3mL._AC_UL320_.jpg
224,Handicrafts Paradise Metal Hanging Golden Ganesha Placed On A Antique Finish Leaf 7.5 X 5.75 Inch,₹263,4.0,62,https://www.amazon.in/Hanging-Ganesha-Antique-Handicrafts-Paradise/dp/B074W35BSG/ref=sr_1_228?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-228,https://m.media-amazon.com/images/I/71k0GcsKuzL._AC_UL320_.jpg
225,Lakshmi Ganesh hand diya in metal antique gold plated by Handicrafts Paradise,₹178,4.2,86,https://www.amazon.in/Handicrafts-Paradise-Aluminum-Gold-Plated/dp/B07HD87JSS/ref=sr_1_229?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-229,https://m.media-amazon.com/images/I/71vjR4pMp6L._AC_UL320_.jpg
226,Handicrafts Paradise Hanging Pair in Metal Kalash Shaped with Bells 14 Inch,₹613,4.0,13,https://www.amazon.in/Handicrafts-Paradise-Kalash-Aluminium-Hanging/dp/B074W17F2C/ref=sr_1_230?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-230,https://m.media-amazon.com/images/I/61-cjDcZLjL._AC_UL320_.jpg
227,Aatm Brass Figurine Owl Statue Best for Home & Office Decoration & Feng Shui Gift Purpose Handicraft (2 and 1.7 Inches),₹968,No rating,0,https://www.amazon.in/Aatm-Handicraft-Statue-Decoration-Office/dp/B078Q7N86H/ref=sr_1_231?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-231,https://m.media-amazon.com/images/I/71U4YCQvSfL._AC_UL320_.jpg
228,"BANI Door toran,Handcraft Door Toran or Wall Hanging Handmade Wooden Kalash Door Decoration and Kalash toran for Home Decoration (5 feet)",₹350,No rating,0,https://www.amazon.in/BANI-Handcraft-decoration-Decoration-decorative/dp/B07TC867VK/ref=sr_1_232?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-232,https://m.media-amazon.com/images/I/61-lEW3HgYL._AC_UL320_.jpg
229,AAZEEM Glitter Cushion Cover Pack of 3,₹347,1.0,1,https://www.amazon.in/AAZEEM-Abstract-Piece-Polycotton-Cushion/dp/B01A221YDM/ref=sr_1_233?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-233,https://m.media-amazon.com/images/I/41wCF1no0AL._AC_UL320_.jpg
230,Noble - Nature Mandalas Coloring Book,₹296.25,4.6,329,https://www.amazon.in/Nature-Mandalas-Dover-Design-Coloring/dp/0486491374/ref=sr_1_234?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-234,https://m.media-amazon.com/images/I/813NHujtiGL._AC_UL320_.jpg
231,"101 Temples - Divinity Eternity Spirituality Mata Sri Lakshmi Photo Frame ,Wood, Wall Mount,Multicolor",₹649,4.1,19,https://www.amazon.in/101-Temples-Divinity-Eternity-Spirituality/dp/B07XWTBMBG/ref=sr_1_235?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-235,https://m.media-amazon.com/images/I/813vD8oe8qS._AC_UL320_.jpg
232,Midazzle Natural Body Scrubber Sun Dried Bath Loofah | Body Sponge for Men & Women |Loofah for Bathing (Round) With Natural Handcrafted Sheesham Rosewood Classic Hair Comb for Men and Women - Set of 2,₹322,No rating,0,No link,https://m.media-amazon.com/images/I/611h8Ea56SL._AC_UL320_.jpg
233,Midazzle Natural Body Scrubber Sun Dried Bath Loofah | Body Sponge for Men & Women | Organic Loofah for Bathing (Round) With Natural Handcrafted Sheesham Rosewood Antileech for Men and Women- Set of 2,₹322,No rating,0,No link,https://m.media-amazon.com/images/I/61ABFlXvUoL._AC_UL320_.jpg
234,Evana Handcraft - Jute Rope Natural Twine Cord for Endless Possibilities of use (Pack of 3),₹189,4.2,14,https://www.amazon.in/Evana-Handcraft-Natural-Endless-Possibilities/dp/B084T1DKR6/ref=sr_1_27?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.ytNwWbOinfnu9E2dHj7wED4WveuLOzP5ZcKBlpI_Lj71ENVQam90UF_3wNOOby2ysVuXP41m5kUaybdgZHrSDhl5X9umNrLf9E_oz2oemtWTiNmNoompSvpZms08AeJWtB1xl7pDypyhyl-nP8NgkaJ91vTR1_DwCKfaYOklNLTtj1hEknb07OH9AcA67bREfUTslNeC17uho7mkEfrkWyByXMJMkwF4eji-JIassHozmKvv9LhUX90w3fQyLp4JO2ByvpjJ83pOcHQXuWMCMC7I9pE3KErnxsKjXbYCgjI.0X1wvORXQ0STK91mLAhokiBsvsIPls_lwTzFliJphLw&dib_tag=se&keywords=handcraft&qid=1762297373&sprefix=handcraft%2Caps%2C132&sr=8-27,https://m.media-amazon.com/images/I/51SqfeArGWL._AC_UL320_.jpg
235,Midazzle Natural Body Scrubber Sun Dried Bath Loofah | Body Sponge for Men & Women | Organic Loofah for Bathing (Round) With Natural Handcrafted Sheesham Rosewood Hair Comb for Men and Women- Set of 2,₹322,No rating,0,No link,https://m.media-amazon.com/images/I/61IhJS1eI4L._AC_UL320_.jpg
236,Handicrafts Paradise Elephant Pair in Marble with Meena Work in Red Color 2inch,₹565,3.7,10,https://www.amazon.in/Elephant-marble-Meena-Handicrafts-Paradise/dp/B074XNMD41/ref=sr_1_239?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-239,https://m.media-amazon.com/images/I/71fyPW7DpwL._AC_UL320_.jpg
237,"TAGUDA Jewelry Making Kit, Girl DIY Bracelet Set, Different Types and Shapes Colorful Acrylic Crafting Beads Kits Set for Children",₹499,No rating,0,https://www.amazon.in/TAGUDA-Bracelet-Different-Colorful-Crafting/dp/B0D3C5WSZ8/ref=sr_1_240?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-240,https://m.media-amazon.com/images/I/71es8oJZ7eL._AC_UL320_.jpg
238,1st Foundations LEGO Brick Creations - Home Theater System (Home Furnishings),₹193.65,4.5,2,https://www.amazon.in/1st-Foundations-LEGO-Brick-Creations-ebook/dp/B005MZ7OLG/ref=sr_1_241?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.lCQvPWTye_7mUGPze1kID_taJFvZu1TTCnwG1Qt1A3FA0q41f6QCGXFw8VBYC8KU12E_z6fA49p783ObqX19yUtqj5x6dbR8HyrB_59EH-WMjFhrESk5S0ac2sqzbdmfhaEfBQHqLFmrhe9RwddUYmxqWUKj0BAIp_96TJa1GN8pGwr27iDaZedYcEXGNeugjr-R7AX6JDpmCsqdQNGTT57_z0oMgT7phizC90MJZ0rmQaTZ5FiQH3eIVd6Zj198vVh3P1Dp047upiGdj7uJ6uxN13CwzKsiMh2FRI3YvNg.Z2q2JKBR8ZLQoRfyxWo20OP10LFSWHXSdH8LjElMpjo&dib_tag=se&keywords=handcraft&qid=1762297393&sprefix=handcraft%2Caps%2C132&sr=8-241,https://m.media-amazon.com/images/I/51I-21y+fTL._AC_UL320_.jpg
